+----------------------------------------------------+--------------------------------------------------------+
| ID                                                 | Tagged objects                                         |
| betteranimalsplus:flowers                          | byg:pink_anemone                                       |
| betteranimalsplus:flowers                          | byg:pink_daffodil                                      |
| betteranimalsplus:flowers                          | byg:pink_orchid                                        |
| betteranimalsplus:flowers                          | byg:pollen_block                                       |
| betteranimalsplus:flowers                          | byg:prairie_grass                                      |
| betteranimalsplus:flowers                          | byg:protea_flower                                      |
| betteranimalsplus:flowers                          | byg:purple_amaranth                                    |
| betteranimalsplus:flowers                          | byg:purple_orchid                                      |
| betteranimalsplus:flowers                          | byg:purple_sage                                        |
| betteranimalsplus:flowers                          | byg:purple_tulip                                       |
| betteranimalsplus:flowers                          | byg:red_cornflower                                     |
| betteranimalsplus:flowers                          | byg:red_orchid                                         |
| betteranimalsplus:flowers                          | byg:richea                                             |
| betteranimalsplus:flowers                          | byg:rose                                               |
| betteranimalsplus:flowers                          | byg:silver_vase_flower                                 |
| betteranimalsplus:flowers                          | byg:snowdrops                                          |
| betteranimalsplus:flowers                          | byg:tall_allium                                        |
| betteranimalsplus:flowers                          | byg:tall_pink_allium                                   |
| betteranimalsplus:flowers                          | byg:torch_ginger                                       |
| betteranimalsplus:flowers                          | byg:violet_leather_flower                              |
| betteranimalsplus:flowers                          | byg:white_anemone                                      |
| betteranimalsplus:flowers                          | byg:white_sage                                         |
| betteranimalsplus:flowers                          | byg:winter_cyclamen                                    |
| betteranimalsplus:flowers                          | byg:winter_rose                                        |
| betteranimalsplus:flowers                          | byg:winter_scilla                                      |
| betteranimalsplus:flowers                          | byg:yellow_daffodil                                    |
| betteranimalsplus:flowers                          | byg:yellow_tulip                                       |
| betteranimalsplus:flowers                          | explorercraft:daffodil                                 |
| betteranimalsplus:flowers                          | explorercraft:leek_wild                                |
| betteranimalsplus:flowers                          | explorercraft:lupine                                   |
| betteranimalsplus:flowers                          | minecraft:allium                                       |
| betteranimalsplus:flowers                          | minecraft:azure_bluet                                  |
| betteranimalsplus:flowers                          | minecraft:blue_orchid                                  |
| betteranimalsplus:flowers                          | minecraft:cornflower                                   |
| betteranimalsplus:flowers                          | minecraft:dandelion                                    |
| betteranimalsplus:flowers                          | minecraft:lilac                                        |
| betteranimalsplus:flowers                          | minecraft:lily_of_the_valley                           |
| betteranimalsplus:flowers                          | minecraft:orange_tulip                                 |
| betteranimalsplus:flowers                          | minecraft:oxeye_daisy                                  |
| betteranimalsplus:flowers                          | minecraft:peony                                        |
| betteranimalsplus:flowers                          | minecraft:pink_tulip                                   |
| betteranimalsplus:flowers                          | minecraft:poppy                                        |
| betteranimalsplus:flowers                          | minecraft:red_tulip                                    |
| betteranimalsplus:flowers                          | minecraft:rose_bush                                    |
| betteranimalsplus:flowers                          | minecraft:sunflower                                    |
| betteranimalsplus:flowers                          | minecraft:white_tulip                                  |
| betteranimalsplus:flowers                          | minecraft:wither_rose                                  |
| betteranimalsplus:tall_flowers                     | minecraft:lilac                                        |
| betteranimalsplus:tall_flowers                     | minecraft:peony                                        |
| betteranimalsplus:tall_flowers                     | minecraft:rose_bush                                    |
| betteranimalsplus:tall_flowers                     | minecraft:sunflower                                    |
| byg:aspen_logs                                     | byg:aspen_log                                          |
| byg:aspen_logs                                     | byg:aspen_wood                                         |
| byg:aspen_logs                                     | byg:stripped_aspen_log                                 |
| byg:aspen_logs                                     | byg:stripped_aspen_wood                                |
| byg:baobab_logs                                    | byg:baobab_log                                         |
| byg:baobab_logs                                    | byg:baobab_wood                                        |
| byg:baobab_logs                                    | byg:stripped_baobab_log                                |
| byg:baobab_logs                                    | byg:stripped_baobab_wood                               |
| byg:blue_enchanted_logs                            | byg:blue_enchanted_log                                 |
| byg:blue_enchanted_logs                            | byg:blue_enchanted_wood                                |
| byg:blue_enchanted_logs                            | byg:stripped_blue_enchanted_log                        |
| byg:blue_enchanted_logs                            | byg:stripped_blue_enchanted_wood                       |
| byg:cherry_logs                                    | byg:cherry_log                                         |
| byg:cherry_logs                                    | byg:cherry_wood                                        |
| byg:cherry_logs                                    | byg:stripped_cherry_log                                |
| byg:cherry_logs                                    | byg:stripped_cherry_wood                               |
| byg:cika_logs                                      | byg:cika_log                                           |
| byg:cika_logs                                      | byg:cika_wood                                          |
| byg:cika_logs                                      | byg:stripped_cika_log                                  |
| byg:cika_logs                                      | byg:stripped_cika_wood                                 |
| byg:cypress_logs                                   | byg:cypress_log                                        |
| byg:cypress_logs                                   | byg:cypress_wood                                       |
| byg:cypress_logs                                   | byg:stripped_cypress_log                               |
| byg:cypress_logs                                   | byg:stripped_cypress_wood                              |
| byg:ebony_logs                                     | byg:ebony_log                                          |
| byg:ebony_logs                                     | byg:ebony_wood                                         |
| byg:ebony_logs                                     | byg:stripped_ebony_log                                 |
| byg:ebony_logs                                     | byg:stripped_ebony_wood                                |
| byg:fir_logs                                       | byg:fir_log                                            |
| byg:fir_logs                                       | byg:fir_wood                                           |
| byg:fir_logs                                       | byg:stripped_fir_log                                   |
| byg:fir_logs                                       | byg:stripped_fir_wood                                  |
| byg:green_enchanted_logs                           | byg:green_enchanted_log                                |
| byg:green_enchanted_logs                           | byg:green_enchanted_wood                               |
| byg:green_enchanted_logs                           | byg:stripped_green_enchanted_log                       |
| byg:green_enchanted_logs                           | byg:stripped_green_enchanted_wood                      |
| byg:holly_logs                                     | byg:holly_log                                          |
| byg:holly_logs                                     | byg:holly_wood                                         |
| byg:holly_logs                                     | byg:stripped_holly_log                                 |
| byg:holly_logs                                     | byg:stripped_holly_wood                                |
| byg:jacaranda_logs                                 | byg:jacaranda_log                                      |
| byg:jacaranda_logs                                 | byg:jacaranda_wood                                     |
| byg:jacaranda_logs                                 | byg:stripped_jacaranda_log                             |
| byg:jacaranda_logs                                 | byg:stripped_jacaranda_wood                            |
| byg:mahogany_logs                                  | byg:mahogany_log                                       |
| byg:mahogany_logs                                  | byg:mahogany_wood                                      |
| byg:mahogany_logs                                  | byg:stripped_mahogany_log                              |
| byg:mahogany_logs                                  | byg:stripped_mahogany_wood                             |
| byg:mangrove_logs                                  | byg:mangrove_log                                       |
| byg:mangrove_logs                                  | byg:mangrove_wood                                      |
| byg:mangrove_logs                                  | byg:stripped_mangrove_log                              |
| byg:mangrove_logs                                  | byg:stripped_mangrove_wood                             |
| byg:maple_logs                                     | byg:maple_log                                          |
| byg:maple_logs                                     | byg:maple_wood                                         |
| byg:maple_logs                                     | byg:stripped_maple_log                                 |
| byg:maple_logs                                     | byg:stripped_maple_wood                                |
| byg:palo_verde_logs                                | byg:palo_verde_log                                     |
| byg:palo_verde_logs                                | byg:palo_verde_wood                                    |
| byg:palo_verde_logs                                | byg:stripped_palo_verde_log                            |
| byg:palo_verde_logs                                | byg:stripped_palo_verde_wood                           |
| byg:pine_logs                                      | byg:pine_log                                           |
| byg:pine_logs                                      | byg:pine_wood                                          |
| byg:pine_logs                                      | byg:stripped_pine_log                                  |
| byg:pine_logs                                      | byg:stripped_pine_wood                                 |
| byg:rainbow_eucalyptus_logs                        | byg:rainbow_eucalyptus_log                             |
| byg:rainbow_eucalyptus_logs                        | byg:rainbow_eucalyptus_wood                            |
| byg:rainbow_eucalyptus_logs                        | byg:stripped_rainbow_eucalyptus_log                    |
| byg:rainbow_eucalyptus_logs                        | byg:stripped_rainbow_eucalyptus_wood                   |
| byg:redwood_logs                                   | byg:redwood_log                                        |
| byg:redwood_logs                                   | byg:redwood_wood                                       |
| byg:redwood_logs                                   | byg:stripped_redwood_log                               |
| byg:redwood_logs                                   | byg:stripped_redwood_wood                              |
| byg:skyris_logs                                    | byg:skyris_log                                         |
| byg:skyris_logs                                    | byg:skyris_wood                                        |
| byg:skyris_logs                                    | byg:stripped_skyris_log                                |
| byg:skyris_logs                                    | byg:stripped_skyris_wood                               |
| byg:willow_logs                                    | byg:stripped_willow_log                                |
| byg:willow_logs                                    | byg:stripped_willow_wood                               |
| byg:willow_logs                                    | byg:willow_log                                         |
| byg:willow_logs                                    | byg:willow_wood                                        |
| byg:witch_hazel_logs                               | byg:stripped_witch_hazel_log                           |
| byg:witch_hazel_logs                               | byg:stripped_witch_hazel_wood                          |
| byg:witch_hazel_logs                               | byg:witch_hazel_log                                    |
| byg:witch_hazel_logs                               | byg:witch_hazel_wood                                   |
| byg:zelkova_logs                                   | byg:stripped_zelkova_log                               |
| byg:zelkova_logs                                   | byg:stripped_zelkova_wood                              |
| byg:zelkova_logs                                   | byg:zelkova_log                                        |
| byg:zelkova_logs                                   | byg:zelkova_wood                                       |
| cfm:fences                                         | cfm:acacia_upgraded_fence                              |
| cfm:fences                                         | cfm:birch_upgraded_fence                               |
| cfm:fences                                         | cfm:blue_picket_fence                                  |
| cfm:fences                                         | cfm:brown_picket_fence                                 |
| cfm:fences                                         | cfm:cyan_picket_fence                                  |
| cfm:fences                                         | cfm:dark_oak_upgraded_fence                            |
| cfm:fences                                         | cfm:gray_picket_fence                                  |
| cfm:fences                                         | cfm:green_picket_fence                                 |
| cfm:fences                                         | cfm:jungle_upgraded_fence                              |
| cfm:fences                                         | cfm:light_blue_picket_fence                            |
| cfm:fences                                         | cfm:light_gray_picket_fence                            |
| cfm:fences                                         | cfm:lime_picket_fence                                  |
| cfm:fences                                         | cfm:magenta_picket_fence                               |
| cfm:fences                                         | cfm:oak_upgraded_fence                                 |
| cfm:fences                                         | cfm:orange_picket_fence                                |
| cfm:fences                                         | cfm:pink_picket_fence                                  |
| cfm:fences                                         | cfm:purple_picket_fence                                |
| cfm:fences                                         | cfm:spruce_upgraded_fence                              |
| cfm:fences                                         | cfm:stripped_acacia_upgraded_fence                     |
| cfm:fences                                         | cfm:stripped_birch_upgraded_fence                      |
| cfm:fences                                         | cfm:stripped_dark_oak_upgraded_fence                   |
| cfm:fences                                         | cfm:stripped_jungle_upgraded_fence                     |
| cfm:fences                                         | cfm:stripped_oak_upgraded_fence                        |
| cfm:fences                                         | cfm:stripped_spruce_upgraded_fence                     |
| cfm:fences                                         | cfm:white_picket_fence                                 |
| cfm:fences                                         | cfm:yellow_picket_fence                                |
| cfm:fences/picket                                  | cfm:blue_picket_fence                                  |
| cfm:fences/picket                                  | cfm:brown_picket_fence                                 |
| cfm:fences/picket                                  | cfm:cyan_picket_fence                                  |
| cfm:fences/picket                                  | cfm:gray_picket_fence                                  |
| cfm:fences/picket                                  | cfm:green_picket_fence                                 |
| cfm:fences/picket                                  | cfm:light_blue_picket_fence                            |
| cfm:fences/picket                                  | cfm:light_gray_picket_fence                            |
| cfm:fences/picket                                  | cfm:lime_picket_fence                                  |
| cfm:fences/picket                                  | cfm:magenta_picket_fence                               |
| cfm:fences/picket                                  | cfm:orange_picket_fence                                |
| cfm:fences/picket                                  | cfm:pink_picket_fence                                  |
| cfm:fences/picket                                  | cfm:purple_picket_fence                                |
| cfm:fences/picket                                  | cfm:white_picket_fence                                 |
| cfm:fences/picket                                  | cfm:yellow_picket_fence                                |
| cfm:fences/upgraded                                | cfm:acacia_upgraded_fence                              |
| cfm:fences/upgraded                                | cfm:birch_upgraded_fence                               |
| cfm:fences/upgraded                                | cfm:dark_oak_upgraded_fence                            |
| cfm:fences/upgraded                                | cfm:jungle_upgraded_fence                              |
| cfm:fences/upgraded                                | cfm:oak_upgraded_fence                                 |
| cfm:fences/upgraded                                | cfm:spruce_upgraded_fence                              |
| cfm:fences/upgraded                                | cfm:stripped_acacia_upgraded_fence                     |
| cfm:fences/upgraded                                | cfm:stripped_birch_upgraded_fence                      |
| cfm:fences/upgraded                                | cfm:stripped_dark_oak_upgraded_fence                   |
| cfm:fences/upgraded                                | cfm:stripped_jungle_upgraded_fence                     |
| cfm:fences/upgraded                                | cfm:stripped_oak_upgraded_fence                        |
| cfm:fences/upgraded                                | cfm:stripped_spruce_upgraded_fence                     |
| charm:crates                                       | charm:crate_open_acacia                                |
| charm:crates                                       | charm:crate_open_birch                                 |
| charm:crates                                       | charm:crate_open_dark_oak                              |
| charm:crates                                       | charm:crate_open_jungle                                |
| charm:crates                                       | charm:crate_open_oak                                   |
| charm:crates                                       | charm:crate_open_spruce                                |
| charm:crates                                       | charm:crate_sealed_acacia                              |
| charm:crates                                       | charm:crate_sealed_birch                               |
| charm:crates                                       | charm:crate_sealed_dark_oak                            |
| charm:crates                                       | charm:crate_sealed_jungle                              |
| charm:crates                                       | charm:crate_sealed_oak                                 |
| charm:crates                                       | charm:crate_sealed_spruce                              |
| charm:lanterns                                     | charm:black_lantern                                    |
| charm:lanterns                                     | charm:blue_lantern                                     |
| charm:lanterns                                     | charm:brown_lantern                                    |
| charm:lanterns                                     | charm:cyan_lantern                                     |
| charm:lanterns                                     | charm:gold_lantern                                     |
| charm:lanterns                                     | charm:gray_lantern                                     |
| charm:lanterns                                     | charm:green_lantern                                    |
| charm:lanterns                                     | charm:light_blue_lantern                               |
| charm:lanterns                                     | charm:light_gray_lantern                               |
| charm:lanterns                                     | charm:lime_lantern                                     |
| charm:lanterns                                     | charm:magenta_lantern                                  |
| charm:lanterns                                     | charm:orange_lantern                                   |
| charm:lanterns                                     | charm:pink_lantern                                     |
| charm:lanterns                                     | charm:purple_lantern                                   |
| charm:lanterns                                     | charm:red_lantern                                      |
| charm:lanterns                                     | charm:white_lantern                                    |
| charm:lanterns                                     | charm:yellow_lantern                                   |
| create:fan_heaters                                 | minecraft:campfire                                     |
| create:fan_heaters                                 | minecraft:fire                                         |
| create:fan_heaters                                 | minecraft:lava                                         |
| create:fan_heaters                                 | minecraft:magma_block                                  |
| create:windmill_sails                              | minecraft:black_wool                                   |
| create:windmill_sails                              | minecraft:blue_wool                                    |
| create:windmill_sails                              | minecraft:brown_wool                                   |
| create:windmill_sails                              | minecraft:cyan_wool                                    |
| create:windmill_sails                              | minecraft:gray_wool                                    |
| create:windmill_sails                              | minecraft:green_wool                                   |
| create:windmill_sails                              | minecraft:light_blue_wool                              |
| create:windmill_sails                              | minecraft:light_gray_wool                              |
| create:windmill_sails                              | minecraft:lime_wool                                    |
| create:windmill_sails                              | minecraft:magenta_wool                                 |
| create:windmill_sails                              | minecraft:orange_wool                                  |
| create:windmill_sails                              | minecraft:pink_wool                                    |
| create:windmill_sails                              | minecraft:purple_wool                                  |
| create:windmill_sails                              | minecraft:red_wool                                     |
| create:windmill_sails                              | minecraft:white_wool                                   |
| create:windmill_sails                              | minecraft:yellow_wool                                  |
| create:windmill_sails                              | quark:black_quilted_wool                               |
| create:windmill_sails                              | quark:blue_quilted_wool                                |
| create:windmill_sails                              | quark:brown_quilted_wool                               |
| create:windmill_sails                              | quark:cyan_quilted_wool                                |
| create:windmill_sails                              | quark:gray_quilted_wool                                |
| create:windmill_sails                              | quark:green_quilted_wool                               |
| create:windmill_sails                              | quark:light_blue_quilted_wool                          |
| create:windmill_sails                              | quark:light_gray_quilted_wool                          |
| create:windmill_sails                              | quark:lime_quilted_wool                                |
| create:windmill_sails                              | quark:magenta_quilted_wool                             |
| create:windmill_sails                              | quark:orange_quilted_wool                              |
| create:windmill_sails                              | quark:pink_quilted_wool                                |
| create:windmill_sails                              | quark:purple_quilted_wool                              |
| create:windmill_sails                              | quark:red_quilted_wool                                 |
| create:windmill_sails                              | quark:white_quilted_wool                               |
| create:windmill_sails                              | quark:yellow_quilted_wool                              |
| doubleslabs:plank_slabs                            | minecraft:acacia_slab                                  |
| doubleslabs:plank_slabs                            | minecraft:birch_slab                                   |
| doubleslabs:plank_slabs                            | minecraft:dark_oak_slab                                |
| doubleslabs:plank_slabs                            | minecraft:jungle_slab                                  |
| doubleslabs:plank_slabs                            | minecraft:oak_slab                                     |
| doubleslabs:plank_slabs                            | minecraft:spruce_slab                                  |
| explorercraft:ash_logs                             | explorercraft:ash_log                                  |
| explorercraft:ash_logs                             | explorercraft:ash_stripped_log                         |
| explorercraft:ash_logs                             | explorercraft:ash_stripped_wood                        |
| explorercraft:ash_logs                             | explorercraft:ash_wood                                 |
| explorercraft:bamboo_logs                          | explorercraft:bamboo_log                               |
| explorercraft:cherry_logs                          | explorercraft:cherry_log                               |
| explorercraft:cherry_logs                          | explorercraft:cherry_stripped_log                      |
| explorercraft:cherry_logs                          | explorercraft:cherry_stripped_wood                     |
| explorercraft:cherry_logs                          | explorercraft:cherry_wood                              |
| explorercraft:infected_willow_logs                 | explorercraft:infected_willow_log                      |
| explorercraft:infected_willow_logs                 | explorercraft:infected_willow_stripped_log             |
| explorercraft:infected_willow_logs                 | explorercraft:infected_willow_stripped_wood            |
| explorercraft:infected_willow_logs                 | explorercraft:infected_willow_wood                     |
| explorercraft:infected_willow_pink_logs            | explorercraft:infected_willow_pink_log                 |
| explorercraft:infected_willow_pink_logs            | explorercraft:infected_willow_pink_stripped_log        |
| explorercraft:infected_willow_pink_logs            | explorercraft:infected_willow_pink_stripped_wood       |
| explorercraft:infected_willow_pink_logs            | explorercraft:infected_willow_pink_wood                |
| explorercraft:maple_logs                           | explorercraft:maple_log                                |
| explorercraft:maple_logs                           | explorercraft:maple_stripped_log                       |
| explorercraft:maple_logs                           | explorercraft:maple_stripped_wood                      |
| explorercraft:maple_logs                           | explorercraft:maple_wood                               |
| explorercraft:mud_blocks                           | explorercraft:mud                                      |
| explorercraft:willow_logs                          | explorercraft:willow_log                               |
| explorercraft:willow_logs                          | explorercraft:willow_stripped_log                      |
| explorercraft:willow_logs                          | explorercraft:willow_stripped_wood                     |
| explorercraft:willow_logs                          | explorercraft:willow_wood                              |
| extendednether:hoglin_repellents                   | extendednether:potted_warped_fungus                    |
| extendednether:hoglin_repellents                   | extendednether:respawn_anchor                          |
| extendednether:hoglin_repellents                   | extendednether:warped_fungus                           |
| extendednether:hoglin_repellents                   | minecraft:nether_portal                                |
| extendednether:netherrack                          | minecraft:netherrack                                   |
| extendednether:nylium                              | extendednether:crimson_nylium                          |
| extendednether:nylium                              | extendednether:warped_nylium                           |
| extendednether:piglin_repellents                   | extendednether:soul_campfire                           |
| extendednether:piglin_repellents                   | extendednether:soul_fire                               |
| extendednether:piglin_repellents                   | extendednether:soul_lantern                            |
| extendednether:piglin_repellents                   | extendednether:soul_torch                              |
| extendednether:piglin_repellents                   | extendednether:wall_soul_torch                         |
| extendednether:soul_fire_base_blocks               | extendednether:soul_soil                               |
| extendednether:soul_fire_base_blocks               | minecraft:soul_sand                                    |
| extendednether:strider_warm_blocks                 | minecraft:lava                                         |
| extendednether:walls                               | extendednether:blackstone_wall                         |
| extendednether:walls                               | extendednether:polished_blackstone_brick_wall          |
| extendednether:walls                               | extendednether:polished_blackstone_wall                |
| extendednether:walls                               | minecraft:andesite_wall                                |
| extendednether:walls                               | minecraft:brick_wall                                   |
| extendednether:walls                               | minecraft:cobblestone_wall                             |
| extendednether:walls                               | minecraft:diorite_wall                                 |
| extendednether:walls                               | minecraft:end_stone_brick_wall                         |
| extendednether:walls                               | minecraft:granite_wall                                 |
| extendednether:walls                               | minecraft:mossy_cobblestone_wall                       |
| extendednether:walls                               | minecraft:mossy_stone_brick_wall                       |
| extendednether:walls                               | minecraft:nether_brick_wall                            |
| extendednether:walls                               | minecraft:prismarine_wall                              |
| extendednether:walls                               | minecraft:red_nether_brick_wall                        |
| extendednether:walls                               | minecraft:red_sandstone_wall                           |
| extendednether:walls                               | minecraft:sandstone_wall                               |
| extendednether:walls                               | minecraft:stone_brick_wall                             |
| ffs:blacklist                                      | minecraft:dirt                                         |
| ffs:blacklist                                      | minecraft:grass_block                                  |
| ffs:blacklist                                      | minecraft:grass_path                                   |
| ffs:blacklist                                      | minecraft:sponge                                       |
| ffs:blacklist                                      | minecraft:wet_sponge                                   |
| foamdome:gravitydome                               | minecraft:lava                                         |
| foamdome:gravitydome                               | minecraft:water                                        |
| foamdome:underwater                                | minecraft:dried_kelp_block                             |
