+--------------------------------------------+---------------------------------------------------------+
| ID                                         | Tagged objects                                          |
| appliedenergistics2:crystals/certus_quartz | appliedenergistics2:certus_quartz_crystal               |
| appliedenergistics2:crystals/fluix         | appliedenergistics2:fluix_crystal                       |
| appliedenergistics2:crystals/fluix         | appliedenergistics2:purified_fluix_crystal              |
| appliedenergistics2:crystals/nether        | appliedenergistics2:purified_nether_quartz_crystal      |
| appliedenergistics2:crystals/nether        | minecraft:quartz                                        |
| appliedenergistics2:crystals/quartz        | appliedenergistics2:certus_quartz_crystal               |
| appliedenergistics2:crystals/quartz        | appliedenergistics2:charged_certus_quartz_crystal       |
| appliedenergistics2:crystals/quartz        | minecraft:quartz                                        |
| appliedenergistics2:dusts/certus_quartz    | appliedenergistics2:certus_quartz_dust                  |
| appliedenergistics2:dusts/ender            | appliedenergistics2:ender_dust                          |
| appliedenergistics2:dusts/fluix            | appliedenergistics2:fluix_dust                          |
| appliedenergistics2:dusts/nether_quartz    | appliedenergistics2:nether_quartz_dust                  |
| appliedenergistics2:dusts/quartz           | appliedenergistics2:certus_quartz_dust                  |
| appliedenergistics2:dusts/quartz           | appliedenergistics2:nether_quartz_dust                  |
| appliedenergistics2:fluid_interface        | appliedenergistics2:cable_fluid_interface               |
| appliedenergistics2:fluid_interface        | appliedenergistics2:fluid_interface                     |
| appliedenergistics2:gears/wooden           | appliedenergistics2:wooden_gear                         |
| appliedenergistics2:glass                  | create:framed_glass                                     |
| appliedenergistics2:glass                  | create:horizontal_framed_glass                          |
| appliedenergistics2:glass                  | create:tiled_glass                                      |
| appliedenergistics2:glass                  | create:vertical_framed_glass                            |
| appliedenergistics2:glass                  | minecraft:black_stained_glass                           |
| appliedenergistics2:glass                  | minecraft:blue_stained_glass                            |
| appliedenergistics2:glass                  | minecraft:brown_stained_glass                           |
| appliedenergistics2:glass                  | minecraft:cyan_stained_glass                            |
| appliedenergistics2:glass                  | minecraft:glass                                         |
| appliedenergistics2:glass                  | minecraft:gray_stained_glass                            |
| appliedenergistics2:glass                  | minecraft:green_stained_glass                           |
| appliedenergistics2:glass                  | minecraft:light_blue_stained_glass                      |
| appliedenergistics2:glass                  | minecraft:light_gray_stained_glass                      |
| appliedenergistics2:glass                  | minecraft:lime_stained_glass                            |
| appliedenergistics2:glass                  | minecraft:magenta_stained_glass                         |
| appliedenergistics2:glass                  | minecraft:orange_stained_glass                          |
| appliedenergistics2:glass                  | minecraft:pink_stained_glass                            |
| appliedenergistics2:glass                  | minecraft:purple_stained_glass                          |
| appliedenergistics2:glass                  | minecraft:red_stained_glass                             |
| appliedenergistics2:glass                  | minecraft:white_stained_glass                           |
| appliedenergistics2:glass                  | minecraft:yellow_stained_glass                          |
| appliedenergistics2:glass                  | quark:dirty_glass                                       |
| appliedenergistics2:glass                  | quark:framed_glass                                      |
| appliedenergistics2:glass_cable            | appliedenergistics2:black_glass_cable                   |
| appliedenergistics2:glass_cable            | appliedenergistics2:blue_glass_cable                    |
| appliedenergistics2:glass_cable            | appliedenergistics2:brown_glass_cable                   |
| appliedenergistics2:glass_cable            | appliedenergistics2:cyan_glass_cable                    |
| appliedenergistics2:glass_cable            | appliedenergistics2:fluix_glass_cable                   |
| appliedenergistics2:glass_cable            | appliedenergistics2:gray_glass_cable                    |
| appliedenergistics2:glass_cable            | appliedenergistics2:green_glass_cable                   |
| appliedenergistics2:glass_cable            | appliedenergistics2:light_blue_glass_cable              |
| appliedenergistics2:glass_cable            | appliedenergistics2:light_gray_glass_cable              |
| appliedenergistics2:glass_cable            | appliedenergistics2:lime_glass_cable                    |
| appliedenergistics2:glass_cable            | appliedenergistics2:magenta_glass_cable                 |
| appliedenergistics2:glass_cable            | appliedenergistics2:orange_glass_cable                  |
| appliedenergistics2:glass_cable            | appliedenergistics2:pink_glass_cable                    |
| appliedenergistics2:glass_cable            | appliedenergistics2:purple_glass_cable                  |
| appliedenergistics2:glass_cable            | appliedenergistics2:red_glass_cable                     |
| appliedenergistics2:glass_cable            | appliedenergistics2:white_glass_cable                   |
| appliedenergistics2:glass_cable            | appliedenergistics2:yellow_glass_cable                  |
| appliedenergistics2:illuminated_panel      | appliedenergistics2:dark_monitor                        |
| appliedenergistics2:illuminated_panel      | appliedenergistics2:monitor                             |
| appliedenergistics2:illuminated_panel      | appliedenergistics2:semi_dark_monitor                   |
| appliedenergistics2:interface              | appliedenergistics2:cable_interface                     |
| appliedenergistics2:interface              | appliedenergistics2:interface                           |
| appliedenergistics2:knife                  | appliedenergistics2:certus_quartz_cutting_knife         |
| appliedenergistics2:knife                  | appliedenergistics2:nether_quartz_cutting_knife         |
| appliedenergistics2:metal_ingots           | minecraft:gold_ingot                                    |
| appliedenergistics2:metal_ingots           | minecraft:iron_ingot                                    |
| appliedenergistics2:nether_quartz_dust     | appliedenergistics2:nether_quartz_dust                  |
| appliedenergistics2:quartz_wrench          | appliedenergistics2:certus_quartz_wrench                |
| appliedenergistics2:quartz_wrench          | appliedenergistics2:nether_quartz_wrench                |
| appliedenergistics2:silicon                | appliedenergistics2:silicon                             |
| appliedenergistics2:smart_cable            | appliedenergistics2:black_smart_cable                   |
| appliedenergistics2:smart_cable            | appliedenergistics2:blue_smart_cable                    |
| appliedenergistics2:smart_cable            | appliedenergistics2:brown_smart_cable                   |
| appliedenergistics2:smart_cable            | appliedenergistics2:cyan_smart_cable                    |
| appliedenergistics2:smart_cable            | appliedenergistics2:fluix_smart_cable                   |
| appliedenergistics2:smart_cable            | appliedenergistics2:gray_smart_cable                    |
| appliedenergistics2:smart_cable            | appliedenergistics2:green_smart_cable                   |
| appliedenergistics2:smart_cable            | appliedenergistics2:light_blue_smart_cable              |
| appliedenergistics2:smart_cable            | appliedenergistics2:light_gray_smart_cable              |
| appliedenergistics2:smart_cable            | appliedenergistics2:lime_smart_cable                    |
| appliedenergistics2:smart_cable            | appliedenergistics2:magenta_smart_cable                 |
| appliedenergistics2:smart_cable            | appliedenergistics2:orange_smart_cable                  |
| appliedenergistics2:smart_cable            | appliedenergistics2:pink_smart_cable                    |
| appliedenergistics2:smart_cable            | appliedenergistics2:purple_smart_cable                  |
| appliedenergistics2:smart_cable            | appliedenergistics2:red_smart_cable                     |
| appliedenergistics2:smart_cable            | appliedenergistics2:white_smart_cable                   |
| appliedenergistics2:smart_cable            | appliedenergistics2:yellow_smart_cable                  |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:black_smart_dense_cable             |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:blue_smart_dense_cable              |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:brown_smart_dense_cable             |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:cyan_smart_dense_cable              |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:fluix_smart_dense_cable             |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:gray_smart_dense_cable              |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:green_smart_dense_cable             |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:light_blue_smart_dense_cable        |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:light_gray_smart_dense_cable        |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:lime_smart_dense_cable              |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:magenta_smart_dense_cable           |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:orange_smart_dense_cable            |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:pink_smart_dense_cable              |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:purple_smart_dense_cable            |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:red_smart_dense_cable               |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:white_smart_dense_cable             |
| appliedenergistics2:smart_dense_cable      | appliedenergistics2:yellow_smart_dense_cable            |
| appliedenergistics2:wool                   | minecraft:black_wool                                    |
| appliedenergistics2:wool                   | minecraft:blue_wool                                     |
| appliedenergistics2:wool                   | minecraft:brown_wool                                    |
| appliedenergistics2:wool                   | minecraft:cyan_wool                                     |
| appliedenergistics2:wool                   | minecraft:gray_wool                                     |
| appliedenergistics2:wool                   | minecraft:green_wool                                    |
| appliedenergistics2:wool                   | minecraft:light_blue_wool                               |
| appliedenergistics2:wool                   | minecraft:light_gray_wool                               |
| appliedenergistics2:wool                   | minecraft:lime_wool                                     |
| appliedenergistics2:wool                   | minecraft:magenta_wool                                  |
| appliedenergistics2:wool                   | minecraft:orange_wool                                   |
| appliedenergistics2:wool                   | minecraft:pink_wool                                     |
| appliedenergistics2:wool                   | minecraft:purple_wool                                   |
| appliedenergistics2:wool                   | minecraft:red_wool                                      |
| appliedenergistics2:wool                   | minecraft:white_wool                                    |
| appliedenergistics2:wool                   | minecraft:yellow_wool                                   |
| appliedenergistics2:workbench              | minecraft:crafting_table                                |
| betteranimalsplus:pelts                    | betteranimalsplus:bear_skin_black                       |
| betteranimalsplus:pelts                    | betteranimalsplus:bear_skin_brown                       |
| betteranimalsplus:pelts                    | betteranimalsplus:bear_skin_kermode                     |
| betteranimalsplus:pelts                    | betteranimalsplus:wolf_pelt_arctic                      |
| betteranimalsplus:pelts                    | betteranimalsplus:wolf_pelt_black                       |
| betteranimalsplus:pelts                    | betteranimalsplus:wolf_pelt_brown                       |
| betteranimalsplus:pelts                    | betteranimalsplus:wolf_pelt_red                         |
| betteranimalsplus:pelts                    | betteranimalsplus:wolf_pelt_snowy                       |
| betteranimalsplus:pelts                    | betteranimalsplus:wolf_pelt_timber                      |
| botanypots:botany_pots                     | botanypots:black_botany_pot                             |
| botanypots:botany_pots                     | botanypots:blue_botany_pot                              |
| botanypots:botany_pots                     | botanypots:botany_pot                                   |
| botanypots:botany_pots                     | botanypots:brown_botany_pot                             |
| botanypots:botany_pots                     | botanypots:cyan_botany_pot                              |
| botanypots:botany_pots                     | botanypots:gray_botany_pot                              |
| botanypots:botany_pots                     | botanypots:green_botany_pot                             |
| botanypots:botany_pots                     | botanypots:hopper_black_botany_pot                      |
| botanypots:botany_pots                     | botanypots:hopper_blue_botany_pot                       |
| botanypots:botany_pots                     | botanypots:hopper_botany_pot                            |
| botanypots:botany_pots                     | botanypots:hopper_brown_botany_pot                      |
| botanypots:botany_pots                     | botanypots:hopper_cyan_botany_pot                       |
| botanypots:botany_pots                     | botanypots:hopper_gray_botany_pot                       |
| botanypots:botany_pots                     | botanypots:hopper_green_botany_pot                      |
| botanypots:botany_pots                     | botanypots:hopper_light_blue_botany_pot                 |
| botanypots:botany_pots                     | botanypots:hopper_light_gray_botany_pot                 |
| botanypots:botany_pots                     | botanypots:hopper_lime_botany_pot                       |
| botanypots:botany_pots                     | botanypots:hopper_magenta_botany_pot                    |
| botanypots:botany_pots                     | botanypots:hopper_orange_botany_pot                     |
| botanypots:botany_pots                     | botanypots:hopper_pink_botany_pot                       |
| botanypots:botany_pots                     | botanypots:hopper_purple_botany_pot                     |
| botanypots:botany_pots                     | botanypots:hopper_red_botany_pot                        |
| botanypots:botany_pots                     | botanypots:hopper_white_botany_pot                      |
| botanypots:botany_pots                     | botanypots:hopper_yellow_botany_pot                     |
| botanypots:botany_pots                     | botanypots:light_blue_botany_pot                        |
| botanypots:botany_pots                     | botanypots:light_gray_botany_pot                        |
| botanypots:botany_pots                     | botanypots:lime_botany_pot                              |
| botanypots:botany_pots                     | botanypots:magenta_botany_pot                           |
| botanypots:botany_pots                     | botanypots:orange_botany_pot                            |
| botanypots:botany_pots                     | botanypots:pink_botany_pot                              |
| botanypots:botany_pots                     | botanypots:purple_botany_pot                            |
| botanypots:botany_pots                     | botanypots:red_botany_pot                               |
| botanypots:botany_pots                     | botanypots:white_botany_pot                             |
| botanypots:botany_pots                     | botanypots:yellow_botany_pot                            |
| botanypots:hopper_botany_pots              | botanypots:hopper_black_botany_pot                      |
| botanypots:hopper_botany_pots              | botanypots:hopper_blue_botany_pot                       |
| botanypots:hopper_botany_pots              | botanypots:hopper_botany_pot                            |
| botanypots:hopper_botany_pots              | botanypots:hopper_brown_botany_pot                      |
| botanypots:hopper_botany_pots              | botanypots:hopper_cyan_botany_pot                       |
| botanypots:hopper_botany_pots              | botanypots:hopper_gray_botany_pot                       |
| botanypots:hopper_botany_pots              | botanypots:hopper_green_botany_pot                      |
| botanypots:hopper_botany_pots              | botanypots:hopper_light_blue_botany_pot                 |
| botanypots:hopper_botany_pots              | botanypots:hopper_light_gray_botany_pot                 |
| botanypots:hopper_botany_pots              | botanypots:hopper_lime_botany_pot                       |
| botanypots:hopper_botany_pots              | botanypots:hopper_magenta_botany_pot                    |
| botanypots:hopper_botany_pots              | botanypots:hopper_orange_botany_pot                     |
| botanypots:hopper_botany_pots              | botanypots:hopper_pink_botany_pot                       |
| botanypots:hopper_botany_pots              | botanypots:hopper_purple_botany_pot                     |
| botanypots:hopper_botany_pots              | botanypots:hopper_red_botany_pot                        |
| botanypots:hopper_botany_pots              | botanypots:hopper_white_botany_pot                      |
| botanypots:hopper_botany_pots              | botanypots:hopper_yellow_botany_pot                     |
| byg:aspen_logs                             | byg:aspen_log                                           |
| byg:aspen_logs                             | byg:aspen_wood                                          |
| byg:aspen_logs                             | byg:stripped_aspen_log                                  |
| byg:aspen_logs                             | byg:stripped_aspen_wood                                 |
| byg:baobab_logs                            | byg:baobab_log                                          |
| byg:baobab_logs                            | byg:baobab_wood                                         |
| byg:baobab_logs                            | byg:stripped_baobab_log                                 |
| byg:baobab_logs                            | byg:stripped_baobab_wood                                |
| byg:black_dye                              | byg:black_rose                                          |
| byg:blue_dye                               | byg:azalea                                              |
| byg:blue_dye                               | byg:blue_sage                                           |
| byg:blue_dye                               | byg:blueberries                                         |
| byg:blue_dye                               | byg:delphinium                                          |
| byg:blue_dye                               | byg:violet_leather_flower                               |
| byg:blue_enchanted_logs                    | byg:blue_enchanted_log                                  |
| byg:blue_enchanted_logs                    | byg:blue_enchanted_wood                                 |
| byg:blue_enchanted_logs                    | byg:stripped_blue_enchanted_log                         |
| byg:blue_enchanted_logs                    | byg:stripped_blue_enchanted_wood                        |
| byg:brown_dye                              | byg:reeds                                               |
| byg:cherry_logs                            | byg:cherry_log                                          |
| byg:cherry_logs                            | byg:cherry_wood                                         |
| byg:cherry_logs                            | byg:stripped_cherry_log                                 |
| byg:cherry_logs                            | byg:stripped_cherry_wood                                |
| byg:cika_logs                              | byg:cika_log                                            |
| byg:cika_logs                              | byg:cika_wood                                           |
| byg:cika_logs                              | byg:stripped_cika_log                                   |
| byg:cika_logs                              | byg:stripped_cika_wood                                  |
| byg:cyan_dye                               | byg:cyan_amaranth                                       |
| byg:cyan_dye                               | byg:cyan_rose                                           |
| byg:cyan_dye                               | byg:cyan_tulip                                          |
| byg:cyan_dye                               | byg:foxglove                                            |
| byg:cyan_dye                               | byg:winter_cyclamen                                     |
| byg:cypress_logs                           | byg:cypress_log                                         |
| byg:cypress_logs                           | byg:cypress_wood                                        |
| byg:cypress_logs                           | byg:stripped_cypress_log                                |
| byg:cypress_logs                           | byg:stripped_cypress_wood                               |
| byg:ebony_logs                             | byg:ebony_log                                           |
| byg:ebony_logs                             | byg:ebony_wood                                          |
| byg:ebony_logs                             | byg:stripped_ebony_log                                  |
| byg:ebony_logs                             | byg:stripped_ebony_wood                                 |
| byg:fir_logs                               | byg:fir_log                                             |
| byg:fir_logs                               | byg:fir_wood                                            |
| byg:fir_logs                               | byg:stripped_fir_log                                    |
| byg:fir_logs                               | byg:stripped_fir_wood                                   |
| byg:green_dye                              | byg:golden_spined_cactus                                |
| byg:green_dye                              | byg:horseweed                                           |
| byg:green_dye                              | byg:mini_cactus                                         |
| byg:green_dye                              | byg:prickly_pear_cactus                                 |
| byg:green_enchanted_logs                   | byg:green_enchanted_log                                 |
| byg:green_enchanted_logs                   | byg:green_enchanted_wood                                |
| byg:green_enchanted_logs                   | byg:stripped_green_enchanted_log                        |
| byg:green_enchanted_logs                   | byg:stripped_green_enchanted_wood                       |
| byg:holly_logs                             | byg:holly_log                                           |
| byg:holly_logs                             | byg:holly_wood                                          |
| byg:holly_logs                             | byg:stripped_holly_log                                  |
| byg:holly_logs                             | byg:stripped_holly_wood                                 |
| byg:jacaranda_logs                         | byg:jacaranda_log                                       |
| byg:jacaranda_logs                         | byg:jacaranda_wood                                      |
| byg:jacaranda_logs                         | byg:stripped_jacaranda_log                              |
| byg:jacaranda_logs                         | byg:stripped_jacaranda_wood                             |
| byg:light_blue_dye                         | byg:winter_scilla                                       |
| byg:light_gray_dye                         | byg:richea                                              |
| byg:lime_dye                               | byg:green_tulip                                         |
| byg:magenta_dye                            | byg:fairy_slipper                                       |
| byg:magenta_dye                            | byg:lazarus_bellflower                                  |
| byg:magenta_dye                            | byg:magenta_amaranth                                    |
| byg:magenta_dye                            | byg:magenta_tulip                                       |
| byg:magenta_dye                            | byg:protea_flower                                       |
| byg:mahogany_logs                          | byg:mahogany_log                                        |
| byg:mahogany_logs                          | byg:mahogany_wood                                       |
| byg:mahogany_logs                          | byg:stripped_mahogany_log                               |
| byg:mahogany_logs                          | byg:stripped_mahogany_wood                              |
| byg:mangrove_logs                          | byg:mangrove_log                                        |
| byg:mangrove_logs                          | byg:mangrove_wood                                       |
| byg:mangrove_logs                          | byg:stripped_mangrove_log                               |
| byg:mangrove_logs                          | byg:stripped_mangrove_wood                              |
| byg:maple_logs                             | byg:maple_log                                           |
| byg:maple_logs                             | byg:maple_wood                                          |
| byg:maple_logs                             | byg:stripped_maple_log                                  |
| byg:maple_logs                             | byg:stripped_maple_wood                                 |
| byg:orange_dye                             | byg:california_poppy                                    |
| byg:orange_dye                             | byg:guzmania                                            |
| byg:orange_dye                             | byg:incan_lily                                          |
| byg:orange_dye                             | byg:orange_amaranth                                     |
| byg:orange_dye                             | byg:orange_daisy                                        |
| byg:palo_verde_logs                        | byg:palo_verde_log                                      |
| byg:palo_verde_logs                        | byg:palo_verde_wood                                     |
| byg:palo_verde_logs                        | byg:stripped_palo_verde_log                             |
| byg:palo_verde_logs                        | byg:stripped_palo_verde_wood                            |
| byg:pine_logs                              | byg:pine_log                                            |
| byg:pine_logs                              | byg:pine_wood                                           |
| byg:pine_logs                              | byg:stripped_pine_log                                   |
| byg:pine_logs                              | byg:stripped_pine_wood                                  |
| byg:pink_dye                               | byg:bistort                                             |
| byg:pink_dye                               | byg:daffodil                                            |
| byg:pink_dye                               | byg:firecracker_flower_bush                             |
| byg:pink_dye                               | byg:japanese_orchid                                     |
| byg:pink_dye                               | byg:osiria_rose                                         |
| byg:pink_dye                               | byg:peach_leather_flower                                |
| byg:pink_dye                               | byg:pink_allium                                         |
| byg:pink_dye                               | byg:pink_allium_flower_bush                             |
| byg:pink_dye                               | byg:pink_anemone                                        |
| byg:pink_dye                               | byg:pink_daffodil                                       |
| byg:pink_dye                               | byg:pink_orchid                                         |
| byg:pink_dye                               | byg:silver_vase_flower                                  |
| byg:pink_dye                               | byg:tall_pink_allium                                    |
| byg:purple_dye                             | byg:allium_flower_bush                                  |
| byg:purple_dye                             | byg:alpine_bellflower                                   |
| byg:purple_dye                             | byg:crocus                                              |
| byg:purple_dye                             | byg:iris                                                |
| byg:purple_dye                             | byg:purple_amaranth                                     |
| byg:purple_dye                             | byg:purple_orchid                                       |
| byg:purple_dye                             | byg:purple_sage                                         |
| byg:purple_dye                             | byg:purple_tulip                                        |
| byg:purple_dye                             | byg:tall_allium                                         |
| byg:rainbow_eucalyptus_logs                | byg:rainbow_eucalyptus_log                              |
| byg:rainbow_eucalyptus_logs                | byg:rainbow_eucalyptus_wood                             |
| byg:rainbow_eucalyptus_logs                | byg:stripped_rainbow_eucalyptus_log                     |
| byg:rainbow_eucalyptus_logs                | byg:stripped_rainbow_eucalyptus_wood                    |
| byg:red_dye                                | byg:amaranth                                            |
| byg:red_dye                                | byg:begonia                                             |
| byg:red_dye                                | byg:kovan_flower                                        |
| byg:red_dye                                | byg:red_cornflower                                      |
| byg:red_dye                                | byg:red_orchid                                          |
| byg:red_dye                                | byg:rose                                                |
| byg:red_dye                                | byg:torch_ginger                                        |
| byg:redwood_logs                           | byg:redwood_log                                         |
| byg:redwood_logs                           | byg:redwood_wood                                        |
| byg:redwood_logs                           | byg:stripped_redwood_log                                |
| byg:redwood_logs                           | byg:stripped_redwood_wood                               |
| byg:skyris_logs                            | byg:skyris_log                                          |
| byg:skyris_logs                            | byg:skyris_wood                                         |
| byg:skyris_logs                            | byg:stripped_skyris_log                                 |
| byg:skyris_logs                            | byg:stripped_skyris_wood                                |
| byg:white_dye                              | byg:angelica                                            |
| byg:white_dye                              | byg:snowdrops                                           |
| byg:white_dye                              | byg:white_anemone                                       |
| byg:white_dye                              | byg:white_sage                                          |
| byg:white_dye                              | byg:winter_rose                                         |
| byg:willow_logs                            | byg:stripped_willow_log                                 |
| byg:willow_logs                            | byg:stripped_willow_wood                                |
| byg:willow_logs                            | byg:willow_log                                          |
| byg:willow_logs                            | byg:willow_wood                                         |
| byg:witch_hazel_logs                       | byg:stripped_witch_hazel_log                            |
| byg:witch_hazel_logs                       | byg:stripped_witch_hazel_wood                           |
| byg:witch_hazel_logs                       | byg:witch_hazel_log                                     |
| byg:witch_hazel_logs                       | byg:witch_hazel_wood                                    |
| byg:yellow_dye                             | byg:lolipop_flower                                      |
| byg:yellow_dye                             | byg:yellow_daffodil                                     |
| byg:yellow_dye                             | byg:yellow_tulip                                        |
| byg:zelkova_logs                           | byg:stripped_zelkova_log                                |
| byg:zelkova_logs                           | byg:stripped_zelkova_wood                               |
| byg:zelkova_logs                           | byg:zelkova_log                                         |
| byg:zelkova_logs                           | byg:zelkova_wood                                        |
| cfm:bedroom                                | cfm:acacia_bedside_cabinet                              |
| cfm:bedroom                                | cfm:acacia_blinds                                       |
| cfm:bedroom                                | cfm:acacia_desk                                         |
| cfm:bedroom                                | cfm:acacia_desk_cabinet                                 |
| cfm:bedroom                                | cfm:andesite_bedside_cabinet                            |
| cfm:bedroom                                | cfm:andesite_desk                                       |
| cfm:bedroom                                | cfm:andesite_desk_cabinet                               |
| cfm:bedroom                                | cfm:birch_bedside_cabinet                               |
| cfm:bedroom                                | cfm:birch_blinds                                        |
| cfm:bedroom                                | cfm:birch_desk                                          |
| cfm:bedroom                                | cfm:birch_desk_cabinet                                  |
| cfm:bedroom                                | cfm:dark_oak_bedside_cabinet                            |
| cfm:bedroom                                | cfm:dark_oak_blinds                                     |
| cfm:bedroom                                | cfm:dark_oak_desk                                       |
| cfm:bedroom                                | cfm:dark_oak_desk_cabinet                               |
| cfm:bedroom                                | cfm:diorite_bedside_cabinet                             |
| cfm:bedroom                                | cfm:diorite_desk                                        |
| cfm:bedroom                                | cfm:diorite_desk_cabinet                                |
| cfm:bedroom                                | cfm:granite_bedside_cabinet                             |
| cfm:bedroom                                | cfm:granite_desk                                        |
| cfm:bedroom                                | cfm:granite_desk_cabinet                                |
| cfm:bedroom                                | cfm:jungle_bedside_cabinet                              |
| cfm:bedroom                                | cfm:jungle_blinds                                       |
| cfm:bedroom                                | cfm:jungle_desk                                         |
| cfm:bedroom                                | cfm:jungle_desk_cabinet                                 |
| cfm:bedroom                                | cfm:oak_bedside_cabinet                                 |
| cfm:bedroom                                | cfm:oak_blinds                                          |
| cfm:bedroom                                | cfm:oak_desk                                            |
| cfm:bedroom                                | cfm:oak_desk_cabinet                                    |
| cfm:bedroom                                | cfm:spruce_bedside_cabinet                              |
| cfm:bedroom                                | cfm:spruce_blinds                                       |
| cfm:bedroom                                | cfm:spruce_desk                                         |
| cfm:bedroom                                | cfm:spruce_desk_cabinet                                 |
| cfm:bedroom                                | cfm:stone_bedside_cabinet                               |
| cfm:bedroom                                | cfm:stone_desk                                          |
| cfm:bedroom                                | cfm:stone_desk_cabinet                                  |
| cfm:bedroom                                | cfm:stripped_acacia_bedside_cabinet                     |
| cfm:bedroom                                | cfm:stripped_acacia_blinds                              |
| cfm:bedroom                                | cfm:stripped_acacia_desk                                |
| cfm:bedroom                                | cfm:stripped_acacia_desk_cabinet                        |
| cfm:bedroom                                | cfm:stripped_birch_bedside_cabinet                      |
| cfm:bedroom                                | cfm:stripped_birch_blinds                               |
| cfm:bedroom                                | cfm:stripped_birch_desk                                 |
| cfm:bedroom                                | cfm:stripped_birch_desk_cabinet                         |
| cfm:bedroom                                | cfm:stripped_dark_oak_bedside_cabinet                   |
| cfm:bedroom                                | cfm:stripped_dark_oak_blinds                            |
| cfm:bedroom                                | cfm:stripped_dark_oak_desk                              |
| cfm:bedroom                                | cfm:stripped_dark_oak_desk_cabinet                      |
| cfm:bedroom                                | cfm:stripped_jungle_bedside_cabinet                     |
| cfm:bedroom                                | cfm:stripped_jungle_blinds                              |
