+----------------------------+---------------------------------------------------------+---------+-----------------------------------------------------+----------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| Don't use the item ID for anything "proper"!!                                                                                                                                                                                                                                                                                                                                                                                                                            |
| It's provided here for completeness's sake, it's different in every world.                                                                                                                                                                                                                                                                                                                                                                                               |
+----------------------------+---------------------------------------------------------+---------+-----------------------------------------------------+----------------------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                   | Registry name                                           | Item ID | Display name                                        | Recipe name                                                                                              | Tags                                                                                                                                                                                                   |
| Applied Energistics 2      | appliedenergistics2:16k_fluid_cell_component            |    3594 | 16k ME Fluid Storage Component                      | appliedenergistics2:network/cells/fluid_storage_components_cell_16k_part                                 |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:16k_fluid_storage_cell              |    3627 | 16k ME Fluid Storage Cell                           | appliedenergistics2:network/cells/fluid_storage_cell_16k                                                 |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:16k_fluid_storage_cell              |    3627 | 16k ME Fluid Storage Cell                           | appliedenergistics2:network/cells/fluid_storage_cell_16k_storage                                         |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:16k_storage_cell                    |    3623 | 16k ME Storage Cell                                 | appliedenergistics2:network/cells/storage_cell_16k                                                       |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:16k_storage_cell                    |    3623 | 16k ME Storage Cell                                 | appliedenergistics2:network/cells/storage_cell_16k_storage                                               |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:1k_cell_component                   |    3561 | 1k ME Storage Component                             | appliedenergistics2:network/cells/storage_components_cell_1k_part                                        |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:1k_crafting_storage                 |    3509 | 1k Crafting Storage                                 | appliedenergistics2:network/crafting/1k_cpu_crafting_storage                                             |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:1k_fluid_cell_component             |    3592 | 1k ME Fluid Storage Component                       | appliedenergistics2:network/cells/fluid_storage_components_cell_1k_part                                  |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:1k_fluid_storage_cell               |    3625 | 1k ME Fluid Storage Cell                            | appliedenergistics2:network/cells/fluid_storage_cell_1k                                                  |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:1k_fluid_storage_cell               |    3625 | 1k ME Fluid Storage Cell                            | appliedenergistics2:network/cells/fluid_storage_cell_1k_storage                                          |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:1k_storage_cell                     |    3621 | 1k ME Storage Cell                                  | appliedenergistics2:network/cells/storage_cell_1k                                                        |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:1k_storage_cell                     |    3621 | 1k ME Storage Cell                                  | appliedenergistics2:network/cells/storage_cell_1k_storage                                                |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:2_cubed_spatial_cell_component      |    3539 | 2³ Spatial Component                                | appliedenergistics2:network/cells/spatial_components                                                     |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:2_cubed_spatial_storage_cell        |    3629 | 2³ Spatial Storage Cell                             | appliedenergistics2:network/cells/spatial_storage_cell_2_cubed                                           |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:2_cubed_spatial_storage_cell        |    3629 | 2³ Spatial Storage Cell                             | appliedenergistics2:network/cells/spatial_storage_cell_2_cubed_storage                                   |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:4k_cell_component                   |    3562 | 4k ME Storage Component                             | appliedenergistics2:network/cells/storage_components_cell_4k_part                                        |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:4k_crafting_storage                 |    3510 | 4k Crafting Storage                                 | appliedenergistics2:network/crafting/4k_cpu_crafting_storage                                             |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:4k_fluid_cell_component             |    3593 | 4k ME Fluid Storage Component                       | appliedenergistics2:network/cells/fluid_storage_components_cell_4k_part                                  |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:4k_fluid_storage_cell               |    3626 | 4k ME Fluid Storage Cell                            | appliedenergistics2:network/cells/fluid_storage_cell_4k                                                  |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:4k_fluid_storage_cell               |    3626 | 4k ME Fluid Storage Cell                            | appliedenergistics2:network/cells/fluid_storage_cell_4k_storage                                          |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:4k_storage_cell                     |    3622 | 4k ME Storage Cell                                  | appliedenergistics2:network/cells/storage_cell_4k                                                        |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:4k_storage_cell                     |    3622 | 4k ME Storage Cell                                  | appliedenergistics2:network/cells/storage_cell_4k_storage                                                |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:64k_cell_component                  |    3564 | 64k ME Storage Component                            | appliedenergistics2:network/cells/storage_components_cell_64k_part                                       |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:64k_crafting_storage                |    3512 | 64k Crafting Storage                                | appliedenergistics2:network/crafting/64k_cpu_crafting_storage                                            |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:64k_fluid_cell_component            |    3595 | 64k ME Fluid Storage Component                      | appliedenergistics2:network/cells/fluid_storage_components_cell_64k_part                                 |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:64k_fluid_storage_cell              |    3628 | 64k ME Fluid Storage Cell                           | appliedenergistics2:network/cells/fluid_storage_cell_64k                                                 |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:64k_fluid_storage_cell              |    3628 | 64k ME Fluid Storage Cell                           | appliedenergistics2:network/cells/fluid_storage_cell_64k_storage                                         |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:64k_storage_cell                    |    3624 | 64k ME Storage Cell                                 | appliedenergistics2:network/cells/storage_cell_64k                                                       |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:64k_storage_cell                    |    3624 | 64k ME Storage Cell                                 | appliedenergistics2:network/cells/storage_cell_64k_storage                                               |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:advanced_card                       |    3557 | Advanced Card                                       | appliedenergistics2:materials/advancedcard                                                               |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:annihilation_core                   |    3587 | Annihilation Core                                   | appliedenergistics2:materials/annihilationcore                                                           |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:annihilation_plane                  |    3775 | ME Annihilation Plane                               | appliedenergistics2:network/parts/planes_annihilation_alt                                                |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:annihilation_plane                  |    3775 | ME Annihilation Plane                               | appliedenergistics2:network/parts/planes_annihilation_alt2                                               |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:basic_card                          |    3556 | Basic Card                                          | appliedenergistics2:materials/basiccard                                                                  |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:biometric_card                      |    3616 | Biometric Card                                      | appliedenergistics2:tools/network_biometric_card                                                         |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:black_covered_cable                 |    3707 | Black ME Covered Cable                              | appliedenergistics2:network/cables/covered_black                                                         | appliedenergistics2:covered_cable                                                                                                                                                                      |
| Applied Energistics 2      | appliedenergistics2:black_covered_dense_cable           |    3741 | Black ME Dense Covered Cable                        | appliedenergistics2:network/cables/dense_covered_black                                                   | appliedenergistics2:covered_dense_cable                                                                                                                                                                |
| Applied Energistics 2      | appliedenergistics2:black_glass_cable                   |    3724 | Black ME Glass Cable                                | appliedenergistics2:network/cables/glass_black                                                           | appliedenergistics2:glass_cable                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:black_lumen_paint_ball              |    3668 | Black Lumen Paint Ball                              | appliedenergistics2:tools/paintballs_lumen_black                                                         |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:black_paint_ball                    |    3652 | Black Paint Ball                                    | appliedenergistics2:tools/paintballs_black                                                               |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:black_smart_cable                   |    3690 | Black ME Smart Cable                                | appliedenergistics2:network/cables/smart_black                                                           | appliedenergistics2:smart_cable                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:black_smart_dense_cable             |    3758 | Black ME Dense Smart Cable                          | appliedenergistics2:network/cables/dense_smart_black                                                     | appliedenergistics2:smart_dense_cable                                                                                                                                                                  |
| Applied Energistics 2      | appliedenergistics2:blank_pattern                       |    3591 | Blank Pattern                                       | appliedenergistics2:network/crafting/patterns_blank                                                      |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:blue_covered_cable                  |    3703 | Blue ME Covered Cable                               | appliedenergistics2:network/cables/covered_blue                                                          | appliedenergistics2:covered_cable                                                                                                                                                                      |
| Applied Energistics 2      | appliedenergistics2:blue_covered_dense_cable            |    3737 | Blue ME Dense Covered Cable                         | appliedenergistics2:network/cables/dense_covered_blue                                                    | appliedenergistics2:covered_dense_cable                                                                                                                                                                |
| Applied Energistics 2      | appliedenergistics2:blue_glass_cable                    |    3720 | Blue ME Glass Cable                                 | appliedenergistics2:network/cables/glass_blue                                                            | appliedenergistics2:glass_cable                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:blue_lumen_paint_ball               |    3664 | Blue Lumen Paint Ball                               | appliedenergistics2:tools/paintballs_lumen_blue                                                          |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:blue_paint_ball                     |    3648 | Blue Paint Ball                                     | appliedenergistics2:tools/paintballs_blue                                                                |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:blue_smart_cable                    |    3686 | Blue ME Smart Cable                                 | appliedenergistics2:network/cables/smart_blue                                                            | appliedenergistics2:smart_cable                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:blue_smart_dense_cable              |    3754 | Blue ME Dense Smart Cable                           | appliedenergistics2:network/cables/dense_smart_blue                                                      | appliedenergistics2:smart_dense_cable                                                                                                                                                                  |
| Applied Energistics 2      | appliedenergistics2:brown_covered_cable                 |    3704 | Brown ME Covered Cable                              | appliedenergistics2:network/cables/covered_brown                                                         | appliedenergistics2:covered_cable                                                                                                                                                                      |
| Applied Energistics 2      | appliedenergistics2:brown_covered_dense_cable           |    3738 | Brown ME Dense Covered Cable                        | appliedenergistics2:network/cables/dense_covered_brown                                                   | appliedenergistics2:covered_dense_cable                                                                                                                                                                |
| Applied Energistics 2      | appliedenergistics2:brown_glass_cable                   |    3721 | Brown ME Glass Cable                                | appliedenergistics2:network/cables/glass_brown                                                           | appliedenergistics2:glass_cable                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:brown_lumen_paint_ball              |    3665 | Brown Lumen Paint Ball                              | appliedenergistics2:tools/paintballs_lumen_brown                                                         |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:brown_paint_ball                    |    3649 | Brown Paint Ball                                    | appliedenergistics2:tools/paintballs_brown                                                               |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:brown_smart_cable                   |    3687 | Brown ME Smart Cable                                | appliedenergistics2:network/cables/smart_brown                                                           | appliedenergistics2:smart_cable                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:brown_smart_dense_cable             |    3755 | Brown ME Dense Smart Cable                          | appliedenergistics2:network/cables/dense_smart_brown                                                     | appliedenergistics2:smart_dense_cable                                                                                                                                                                  |
| Applied Energistics 2      | appliedenergistics2:cable_anchor                        |    3763 | Cable Anchor                                        | appliedenergistics2:network/parts/cable_anchor                                                           |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:cable_fluid_interface               |    3786 | ME Fluid Interface                                  | appliedenergistics2:network/blocks/fluid_interfaces_interface_part                                       | appliedenergistics2:fluid_interface                                                                                                                                                                    |
| Applied Energistics 2      | appliedenergistics2:cable_interface                     |    3785 | ME Interface                                        | appliedenergistics2:network/blocks/interfaces_interface_part                                             | appliedenergistics2:interface                                                                                                                                                                          |
| Applied Energistics 2      | appliedenergistics2:calculation_processor               |    3554 | Calculation Processor                               | appliedenergistics2:inscriber/engineering_processor                                                      |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:calculation_processor_press         |    3544 | Inscriber Calculation Press                         | appliedenergistics2:inscriber/calculation_processor_press                                                |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:capacity_card                       |    3568 | Capacity Card                                       | appliedenergistics2:materials/cardcapacity                                                               |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:cell_workbench                      |    3498 | Cell Workbench                                      | appliedenergistics2:network/blocks/cell_workbench                                                        |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:certus_crystal_seed                 |    3633 | Certus Quartz Seed                                  | appliedenergistics2:misc/seeds_certus                                                                    |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_axe                   |    3596 | Certus Quartz Axe                                   | appliedenergistics2:tools/certus_quartz_axe                                                              |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_crystal               |    3580 | Certus Quartz Crystal                               | appliedenergistics2:misc/deconstruction_certus_chiseled_quartz                                           | appliedenergistics2:crystals/certus, appliedenergistics2:crystals/certus_quartz, appliedenergistics2:crystals/quartz, forge:gems/certus_quartz                                                         |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_crystal               |    3580 | Certus Quartz Crystal                               | appliedenergistics2:misc/deconstruction_certus_quartz_block                                              | appliedenergistics2:crystals/certus, appliedenergistics2:crystals/certus_quartz, appliedenergistics2:crystals/quartz, forge:gems/certus_quartz                                                         |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_crystal               |    3580 | Certus Quartz Crystal                               | appliedenergistics2:misc/deconstruction_certus_quartz_pillar                                             | appliedenergistics2:crystals/certus, appliedenergistics2:crystals/certus_quartz, appliedenergistics2:crystals/quartz, forge:gems/certus_quartz                                                         |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_cutting_knife         |    3602 | Certus Quartz Cutting Knife                         | appliedenergistics2:tools/certus_quartz_cutting_knife                                                    | appliedenergistics2:knife                                                                                                                                                                              |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_dust                  |    3577 | Certus Quartz Dust                                  | appliedenergistics2:grinder/certus_quartz_dust                                                           | appliedenergistics2:dusts/certus_quartz, appliedenergistics2:dusts/quartz                                                                                                                              |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_dust                  |    3577 | Certus Quartz Dust                                  | appliedenergistics2:grinder/certus_quartz_dust_ore                                                       | appliedenergistics2:dusts/certus_quartz, appliedenergistics2:dusts/quartz                                                                                                                              |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_hoe                   |    3597 | Certus Quartz Hoe                                   | appliedenergistics2:tools/certus_quartz_hoe                                                              |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_pickaxe               |    3599 | Certus Quartz Pickaxe                               | appliedenergistics2:tools/certus_quartz_pickaxe                                                          |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_shovel                |    3598 | Certus Quartz Shovel                                | appliedenergistics2:tools/certus_quartz_spade                                                            |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_sword                 |    3600 | Certus Quartz Sword                                 | appliedenergistics2:tools/certus_quartz_sword                                                            |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:certus_quartz_wrench                |    3601 | Certus Quartz Wrench                                | appliedenergistics2:tools/certus_quartz_wrench                                                           | appliedenergistics2:quartz_wrench                                                                                                                                                                      |
| Applied Energistics 2      | appliedenergistics2:charged_staff                       |    3612 | Charged Staff                                       | appliedenergistics2:tools/misctools_charged_staff                                                        |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:charger                             |    3486 | Charger                                             | appliedenergistics2:network/blocks/crystal_processing_charger                                            |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:chest                               |    3495 | ME Chest                                            | appliedenergistics2:network/blocks/storage_chest                                                         |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:chiseled_quartz_block               |    3470 | Chiseled Certus Quartz Block                        | appliedenergistics2:decorative/chiseled_quartz_block                                                     |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:chiseled_quartz_slab                |    3532 | Chiseled Certus Quartz Slabs                        | appliedenergistics2:block_cutter/slabs/chiseled_quartz_slab                                              |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:chiseled_quartz_slab                |    3532 | Chiseled Certus Quartz Slabs                        | appliedenergistics2:shaped/slabs/chiseled_quartz_block                                                   |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:chiseled_quartz_stairs              |    3523 | Chiseled Certus Quartz Stairs                       | appliedenergistics2:block_cutter/stairs/chiseled_quartz_stairs                                           |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:chiseled_quartz_stairs              |    3523 | Chiseled Certus Quartz Stairs                       | appliedenergistics2:shaped/stairs/chiseled_quartz_block                                                  |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:color_applicator                    |    3615 | Color Applicator - Empty                            | appliedenergistics2:tools/network_color_applicator                                                       |                                                                                                                                                                                                        |
| Applied Energistics 2      | appliedenergistics2:condenser                           |    3500 | Matter Condenser                                    | appliedenergistics2:network/blocks/io_condenser                                                          |                                                                                                                                                                                                        |
