+----------------------------+--------------------------------------------------+-----+
| Mod name                   | Registry name                                    |  ID |
| Minecraft                  | minecraft:player                                 | 101 |
| Minecraft                  | minecraft:polar_bear                             |  58 |
| Minecraft                  | minecraft:potion                                 |  82 |
| Minecraft                  | minecraft:pufferfish                             |  56 |
| Minecraft                  | minecraft:rabbit                                 |  60 |
| Minecraft                  | minecraft:ravager                                |  99 |
| Minecraft                  | minecraft:salmon                                 |  61 |
| Minecraft                  | minecraft:sheep                                  |  62 |
| Minecraft                  | minecraft:shulker                                |  63 |
| Minecraft                  | minecraft:shulker_bullet                         |  64 |
| Minecraft                  | minecraft:silverfish                             |  65 |
| Minecraft                  | minecraft:skeleton                               |  66 |
| Minecraft                  | minecraft:skeleton_horse                         |  67 |
| Minecraft                  | minecraft:slime                                  |  68 |
| Minecraft                  | minecraft:small_fireball                         |  69 |
| Minecraft                  | minecraft:snow_golem                             |  70 |
| Minecraft                  | minecraft:snowball                               |  71 |
| Minecraft                  | minecraft:spawner_minecart                       |  47 |
| Minecraft                  | minecraft:spectral_arrow                         |  72 |
| Minecraft                  | minecraft:spider                                 |  73 |
| Minecraft                  | minecraft:squid                                  |  74 |
| Minecraft                  | minecraft:stray                                  |  75 |
| Minecraft                  | minecraft:tnt                                    |  59 |
| Minecraft                  | minecraft:tnt_minecart                           |  48 |
| Minecraft                  | minecraft:trader_llama                           |  76 |
| Minecraft                  | minecraft:trident                                |  83 |
| Minecraft                  | minecraft:tropical_fish                          |  77 |
| Minecraft                  | minecraft:turtle                                 |  78 |
| Minecraft                  | minecraft:vex                                    |  84 |
| Minecraft                  | minecraft:villager                               |  85 |
| Minecraft                  | minecraft:vindicator                             |  87 |
| Minecraft                  | minecraft:wandering_trader                       |  89 |
| Minecraft                  | minecraft:witch                                  |  90 |
| Minecraft                  | minecraft:wither                                 |  91 |
| Minecraft                  | minecraft:wither_skeleton                        |  92 |
| Minecraft                  | minecraft:wither_skull                           |  93 |
| Minecraft                  | minecraft:wolf                                   |  94 |
| Minecraft                  | minecraft:zombie                                 |  95 |
| Minecraft                  | minecraft:zombie_horse                           |  96 |
| Minecraft                  | minecraft:zombie_pigman                          |  57 |
| Minecraft                  | minecraft:zombie_villager                        |  97 |
| MrCrayfish's Furniture Mod | cfm:seat                                         | 279 |
| MrCrayfish's Vehicle Mod   | vehicle:aluminum_boat                            | 123 |
| MrCrayfish's Vehicle Mod   | vehicle:atv                                      | 115 |
| MrCrayfish's Vehicle Mod   | vehicle:bath                                     | 139 |
| MrCrayfish's Vehicle Mod   | vehicle:bumper_car                               | 120 |
| MrCrayfish's Vehicle Mod   | vehicle:couch                                    | 138 |
| MrCrayfish's Vehicle Mod   | vehicle:dirt_bike                                | 132 |
| MrCrayfish's Vehicle Mod   | vehicle:dune_buggy                               | 116 |
| MrCrayfish's Vehicle Mod   | vehicle:fertilizer                               | 137 |
| MrCrayfish's Vehicle Mod   | vehicle:fluid_trailer                            | 135 |
| MrCrayfish's Vehicle Mod   | vehicle:go_kart                                  | 117 |
| MrCrayfish's Vehicle Mod   | vehicle:golf_cart                                | 128 |
| MrCrayfish's Vehicle Mod   | vehicle:jack                                     | 141 |
| MrCrayfish's Vehicle Mod   | vehicle:jet_ski                                  | 121 |
| MrCrayfish's Vehicle Mod   | vehicle:lawn_mower                               | 125 |
| MrCrayfish's Vehicle Mod   | vehicle:mini_bike                                | 119 |
| MrCrayfish's Vehicle Mod   | vehicle:mini_bus                                 | 131 |
| MrCrayfish's Vehicle Mod   | vehicle:moped                                    | 126 |
| MrCrayfish's Vehicle Mod   | vehicle:off_roader                               | 129 |
| MrCrayfish's Vehicle Mod   | vehicle:seeder                                   | 136 |
| MrCrayfish's Vehicle Mod   | vehicle:shopping_cart                            | 118 |
| MrCrayfish's Vehicle Mod   | vehicle:smart_car                                | 124 |
| MrCrayfish's Vehicle Mod   | vehicle:sofacopter                               | 140 |
| MrCrayfish's Vehicle Mod   | vehicle:speed_boat                               | 122 |
| MrCrayfish's Vehicle Mod   | vehicle:sports_plane                             | 127 |
| MrCrayfish's Vehicle Mod   | vehicle:storage_trailer                          | 134 |
| MrCrayfish's Vehicle Mod   | vehicle:tractor                                  | 130 |
| MrCrayfish's Vehicle Mod   | vehicle:vehicle_trailer                          | 133 |
| Mubble                     | mubble:chincho                                   | 456 |
| Mubble                     | mubble:custom_tnt                                | 454 |
| Mubble                     | mubble:duck                                      | 452 |
| Mubble                     | mubble:fireball                                  | 459 |
| Mubble                     | mubble:flying_block                              | 455 |
| Mubble                     | mubble:goomba                                    | 457 |
| Mubble                     | mubble:iceball                                   | 460 |
| Mubble                     | mubble:kirby_ball                                | 461 |
| Mubble                     | mubble:toad                                      | 458 |
| Mubble                     | mubble:zombie_cowman                             | 453 |
| NetherEx                   | netherex:coolmar_spider                          | 326 |
| NetherEx                   | netherex:mogus                                   | 320 |
| NetherEx                   | netherex:salamander                              | 321 |
| NetherEx                   | netherex:spinout                                 | 322 |
| NetherEx                   | netherex:spore                                   | 323 |
| NetherEx                   | netherex:spore_creeper                           | 324 |
| NetherEx                   | netherex:wight                                   | 325 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:aeromancer                   | 177 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:alien                        | 255 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ancient_vampire              | 236 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ant                          | 148 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:aquarachnid                  | 161 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:beetle                       | 163 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bionic                       | 241 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:biter                        | 268 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:black_ant                    | 230 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:black_knight                 | 164 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:black_widow_spider           | 264 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blazer                       | 222 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blighted                     | 186 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blooded                      | 211 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blueback_spider              | 263 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bluecoat                     | 209 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bograchnid                   | 144 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bonerachnid                  | 145 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bull                         | 142 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:buried                       | 173 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:candy_corn                   | 245 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cave_scorpion                | 199 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:caverachnid                  | 147 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cavesquatch                  | 193 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:charred                      | 150 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:chomper                      | 227 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:clown                        | 221 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:commander_candy_corn         | 246 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:copperoid                    | 143 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:crimson_knight               | 231 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cruncher                     | 244 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cursed                       | 179 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:darkrachnid                  | 249 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:darksquatch                  | 248 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:decayer                      | 250 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:deepur                       | 172 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:desert_knight                | 168 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dionic                       | 243 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:diseased_rat                 | 183 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:drakula                      | 234 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:draugr                       | 204 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dreadlich_boss               | 153 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dust_mummy                   | 251 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dweller                      | 162 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletaeromancer       | 178 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletair_staff        | 176 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletmusket           | 206 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletninja            | 201 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletredcoat          | 208 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletshuriken_shooter | 202 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybullettower_guardian   | 175 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:fleshrachnid                 | 212 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:frost_husk                   | 225 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:frost_scorpion               | 218 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:frostrachnid                 | 237 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:geode                        | 197 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ghost                        | 247 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:glowboar                     | 235 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:goblin                       | 187 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:golden_knight                | 258 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:gorgon                       | 260 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:haunted_armor                | 146 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hell_rat                     | 265 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hell_scorpion                | 220 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hermit_creep                 | 210 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hobgoblin                    | 215 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hobgoblin_chief              | 216 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hollow                       | 203 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:houndeye                     | 253 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:iceman                       | 159 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:illager_knight               | 184 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:illager_rebel                | 158 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:infected_husk                | 229 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ionic                        | 239 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:jungle_woodrachnid           | 151 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:knight                       | 166 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:martian                      | 256 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:mawrachnid                   | 196 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:monolith_guard               | 198 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:mummy                        | 167 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:muncher                      | 223 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:neon_rat                     | 181 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:neonic                       | 240 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:nether_beast                 | 152 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:netherracknid                | 228 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ninja                        | 200 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:phantorachnid                | 269 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:pharoah                      | 170 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:piglien                      | 257 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:plague_mummy                 | 267 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:platinum_knight              | 266 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:poprachnid                   | 205 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:psionic                      | 242 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:rainbow_rat                  | 182 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:rainbowrachnid               | 232 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:rat                          | 180 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:red_scorpion                 | 217 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:redcoat                      | 207 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:robot                        | 188 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:royal_illager_knight         | 185 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sand_rat                     | 224 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sandsquatch                  | 169 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sasquatch                    | 160 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:scarecrow                    | 213 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:scorpion                     | 154 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:silver_knight                | 195 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sky_knight                   | 261 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:special_goblin_skullripper   | 252 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:spider_broodfather           | 214 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:spider_broodmother_boss      | 156 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:spriggan                     | 189 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:squidman                     | 155 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:stone_statue                 | 259 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:swampsquatch                 | 194 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:tarantula                    | 191 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:termite                      | 192 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:the_white_pumpkin            | 262 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:tower_guardian               | 174 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:tower_sentinel               | 254 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:toxic_scorpion               | 219 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:vampire                      | 233 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:werewolf_den                 | 226 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:white_knight                 | 165 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:wight                        | 171 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:wildfire_spriggan            | 190 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:wood_elf                     | 238 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:woodrachnid                  | 149 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:yeti                         | 157 |
| Oh The Biomes You'll Go    | byg:boat                                         | 446 |
| Playing Cards              | playingcards:card                                | 447 |
| Playing Cards              | playingcards:card_deck                           | 448 |
| Playing Cards              | playingcards:dice                                | 450 |
| Playing Cards              | playingcards:poker_chip                          | 449 |
| Playing Cards              | playingcards:seat                                | 451 |
| ProjectE                   | projecte:fire_projectile                         | 110 |
| ProjectE                   | projecte:homing_arrow                            | 109 |
| ProjectE                   | projecte:lava_projectile                         | 104 |
| ProjectE                   | projecte:lens_projectile                         | 106 |
| ProjectE                   | projecte:mob_randomizer                          | 105 |
| ProjectE                   | projecte:nova_cataclysm_primed                   | 108 |
| ProjectE                   | projecte:nova_catalyst_primed                    | 107 |
| ProjectE                   | projecte:swrg_projectile                         | 111 |
| ProjectE                   | projecte:water_projectile                        | 103 |
| Quark                      | quark:chest_passenger                            | 429 |
| Quark                      | quark:colored_frame                              | 437 |
| Quark                      | quark:crab                                       | 432 |
| Quark                      | quark:foxhound                                   | 438 |
| Quark                      | quark:frog                                       | 433 |
| Quark                      | quark:glass_frame                                | 436 |
| Quark                      | quark:gravisand                                  | 427 |
| Quark                      | quark:pickarang                                  | 431 |
| Quark                      | quark:stoneling                                  | 435 |
| Quark                      | quark:toretoise                                  | 434 |
| Quark                      | quark:totem                                      | 428 |
| Quark                      | quark:wrapped                                    | 430 |
| SecurityCraft              | securitycraft:bouncingbetty                      | 440 |
| SecurityCraft              | securitycraft:bullet                             | 444 |
| SecurityCraft              | securitycraft:imsbomb                            | 441 |
| SecurityCraft              | securitycraft:securitycamera                     | 442 |
| SecurityCraft              | securitycraft:sentry                             | 443 |
| Snail Mail                 | snailmail:snail_man                              | 112 |
| Spartan Weaponry           | spartanweaponry:arrow                            | 270 |
| Spartan Weaponry           | spartanweaponry:arrow_explosive                  | 271 |
| Spartan Weaponry           | spartanweaponry:bolt                             | 272 |
| Spartan Weaponry           | spartanweaponry:bolt_spectral                    | 273 |
| Spartan Weaponry           | spartanweaponry:boomerang                        | 277 |
| Spartan Weaponry           | spartanweaponry:dynamite                         | 278 |
| Spartan Weaponry           | spartanweaponry:javelin                          | 276 |
| Spartan Weaponry           | spartanweaponry:throwing_weapon                  | 274 |
| Spartan Weaponry           | spartanweaponry:tomahawk                         | 275 |
